Speech,Label
"ভাতটা ভালো ছিলো কিন্তু কোয়ান্টিটি কম। আর বার্গারটা একদম বাজে ছিলো। চিকেন স্পেশিয়াল বার্গার (পপুলার) এই খাবার যদি এমন হয়?? পেকিং সিস্টেমও ভালো করা প্রয়োজন, ভাত অনেকটা পলিথিনে পরে গিয়েছে।",0
ঠান্ডা নাচোস দিয়েছে,0
ঝালটা কম হলে ভালো হতো,1
ভাঙ্গা ডিম দেয়াটা প্রতারণা,0
"ভাল খাবার কিন্তু,রাইস এর পরিমানে অনেক কম।",1
"খাবার অর্ডার করা হয়েছে একটা, এসেছে অন্যে একটা, খুবই দুঃখজনক ব্যাপার এইটা!!",0
পরিমাণ কম দিছে অনেক। স্বাদও কেমন জানি কমে গেছে।,0
দামে কম মানে ভালো Love Bird রেস্টুরেন্ট।,1
খাবার ভালো চিলো কিন্তু টাকা অনুযায়ী খাবার কম দিয়েছ?,1
ভালো। তবে অর্ডার বেশি পেয়ে আকাশে উঠতেছে। তাই মান কমতেছে।,1
লাভ বার্ড এর চিকেন চাওমিনটা খুব ভালো লাগে। তবে তেল একটু কম দিলে আরো ভালো হতো।,1
খাবারের মান আগের চেয়ে খারাপ! মনে হয় ধনিয়া পাতা দিয়ে চিকেন খিচুড়ি রান্না করা হয়েছে! ধনিয়াটা সামান্য দেওয়া যেতে পারে যা পরে মানুষ তার পছন্দ মতো খাবে। ধনিয়া নিয়ে খুবি বাজে অভিজ্ঞতা! আর তেলটা খুব বেশি ব্যাবহার করা হয়।,0
খাবার সব একদম ঠান্ডা ছিল।,0
"লইট্টা ফ্রাইটা একেবারেই কাঁচা ছিল আবার ভাজতে হয়েছে। মাংস, ডাল কোনটাই রান্না ভাল ছিলনা, ডালের জিরার জন্য রীতিমত তিতা লাগছিল। সব মিলে একদমই ভালনা..",0
"ভাইজান, দুইটি ফিস ভর্তার একটি আপনারা রেখে দিলেন? খুব কষ্ট পাইলাম।",0
অডার করলাম ভুনা খিচুড়ি পেলাম মসলা মেশানো ভাত,0
একদম ফ্রেশ। আলহামদুলিল্লাহ্।,1
"খুব ভালো ছিলো খাবার,পরিমান টা আরেকটু বাড়ালে,আরো ভালো হবে",1
"রিভিউ দেখে order করেছিলাম,সত্যিই খাবারগুলো খুবই ভালো ছিলো!পুরোই বিয়ে বাড়ির খাবারের মতো মনে হয়েছে!! ভাত,মাংস আর ডিম ঠিকঠাকই ছিলো তবে মাংসের সাথে ঝোল আরেকটু বাড়িয়ে দেওয়া উচিত ছিলো,ধন্যবাদ।",1
সেই......... রকম মজা.....! আলহামদুলিল্লাহ,1
গতকালের খাবার ভালোই লাগছিলো। তাই আজ আবার অর্ডার করি। কিন্তু গতকালের তুলনায় আজ ভালো লাগে নাই। মাংসের পিস গুলো ছোট ছোট হয়ে গেছে...,1
"আমি তাদের স্পেশাল কোর্মা পোলাও অর্ডার করি বাই ওয়ান গেট ওয়ানে। দুইটার প্রাইস ২২০ টাকা হিসেবে একদম ঠিকাছে খাবার..বাট শুধু একটার দাম যদি ২২০ টাকা হত, তাহলে দাম টা বেশি হয়ে যেত। খাবারের টেস্ট ভালো, কোয়ান্টিটি এনাফ, বাট আমার কাছে মনে হইছে রাইস এর কোয়ান্টিটি টা আরেকটু বেশি দিলে ভালো হত, আর সালাদ দেয় না উনারা। সালাদ টা এড করলে আরো ভালো লাগত। আশা করি বাবুর্চিয়ানা এই জিনিস গুলাতে আরো ইম্প্রুভ করবে। টাইমলি ডেলিভারী পাইছি। সব কিছু মিলিয়ে বললে, বলব, ভালো অভিজ্ঞতা, রেটিং ৯/১০",1
"ওরশের বিরিয়ানি টা খুব বাজে ছিল। একেতো ঠান্ডা আর হলুদ দিয়া ভাত। আপনাদের অন্য খাবার ভালো, সেইজন্য নতুন আইটেম ট্রাই করলাম। সত্যি খুব বাজে।",0
আপনারা এত অল্প রাইস দেন! বুঝলাম না! খুব বাযে ব্যাপারটা,0
"খাবারের টেস্ট মোটামুটি ভালো, কিন্তু খাবারের পরিমান অনেক কম।",1
ভালো না- উদাই গেছে- নাচোস এইভাবে কেউ পার্সেল দেয়?????,0
কোন সালাত দেওয়া হয় নাই,0
খুবই বাজে ঠান্ডা খাবার পরিমান কম। এমন জানলে অডার করতাম না।,0
খুব খারাপ ছিলো। ভাতের পরিমান অনেক কম ছিলো। পুরো খাবারটা ঠান্ডা ছিলো।,0
"ভাই, আগে রান্না শিখে বাসায় খাওয়ান, আত্মীয়স্বজনদের খাওয়ান। প্রাক্টিস করেন। তারপর ফিল্ডে খেলাধুলা করতে নাইমেন। পোলাও গুলো জাস্ট সাদাভাত তেলে মেখে দিলেন মনে হয়। ৩★ দিলাম পরিমানের কারনে। নয়তো ১★ দিতাম। পরিমান ভাল ছিল।",0
"প্রতিটা দুধের প্যাকেট ৪৬০ থেকে ৪৯০ গ্রামের মধ্যে। প্রতিটা প্যাকেটেই অল্প পরিমাণ হলেও দুধ কম আছে।একটা প্যাকেটও পেলাম না যেখান ৫০০ গ্রাম থেকে বেশি দুধ আছে। ২৪ প্যাকেট দুধ আমি নিয়েছি,তাহলে হিসাব করে দেখেছেন প্রতিটা প্যাকেটে অল্প অল্প করে হলে কতটা দুধ কম দিয়েছেন।",0
দুধের মান খুব একটা ভালো না প্যাকেট ভালো লাগছে,1
বোরহানি নষ্ট হয়ে গেছিলো!ছত্রাক পড়ে গেছিলো।,0
মোরোগ পোলাও বরাবরের মতোই ভালো ছিলো,1
এভারেজ তেহারির টেস্ট,1
ভালোই,1
পিজ্জার টপিং টেস্ট এভারেজ ছিল।,1
বাজে ফুড। 5 টাকার বন রুটি কিনে টমেটো সস দিয়ে দুই এক পিস মাংস ঢুকায় দিলি এটা শর্মা বার্গার হয়না।,0
যেটা অর্ডার করেছি সেটা পাইনি। চিজি নাচোস অর্ডার করে চিকেন নাচোস পেয়েছি৷ নাচোস ফ্রেস ছিলনা। ফাংগাস পড়েছিল কয়েকটিতে।,0
এত্তো বাজে খাবার!!! ছি!! খাবার খেয়ে আমার বুম আসতেছে বাজে খাবার!!!,0
"পরিমাণ ভালো ছিল,তবে টেস্ট ভালো লাগেনি ব্যক্তিগতভাবে।",1
সমুচা ভালো ছিলো,1
খাবার ভালো ছিলো না,0
অনেক মজাদার খাবার।,1
আমি ফুডপাণ্ডার একজন নিয়মিত গ্রাহক। আমি আজকে যে অর্ডারটি দিয়ে নিয়েছি এটার এক্সপেরিয়েন্স সত্যি এতটাই বাজে হয়েছে আমার খুব খারাপ লাগছে। রাইডারকে কেন আমার অতিরিক্ত ৫০ টাকা গুনতে হয়েছে!! আর যে মাংসটা দিয়েছি ছিহ! কতদিন আগের মাংস তা একমাত্র তারাই জানবে। মাংসের ভিতর থেকে বিশ্রী গন্ধ বের হচ্ছে।,0
খাবারে তেলাপোকা পড়ে ছিলো।,0
খাবারের মান ভাল,1
"আমার এপর্যন্ত যত অর্ডার ছিল, তার মধ্যে সবচেয়ে বাজে খাবার ছিল, পরিমানে একদম কম,চিকেন ফ্রাই শক্ত, সবজি চিনি বেশি, খুব খারাপ অভিজ্ঞতা",0
খুবই খারাপ অবস্থা,0
দামের তুলনায় তেমন ভালো না,1
"খুবই খারাপ। ছবিতে দিয়েছে একরকম, বাস্তবে দেয় আরেক রকম।",0
"অর্ডার করেছি স্যান্ডউইচ, দিল বার্গার। যদি না থাকে তাহলে অর্ডারটা ক্যান্সেল করে দিলে অটোমেটিক বিকাশে রিফান্ড পেয়ে যেতাম।",0
ভালো তবে অর্ডার ছিলো ফ্রাইড রাইস&ফ্রাইড চিকেন। তারা দিয়েছে মাসালা চিকেন। তাই নেক্সট টাইম থেকে অর্ডার ভালো করে চেক করে তারপর ডেলিভারি করবেন,1
খাওয়ার এবার ভালো ছিল না। বালি চিল ।,0
খাবারের টেস্ট একদমই বাজে!,0
বাজে অভিজ্ঞতা।খাবারের মান ভালো ছিল না। একবার ই ঠকছি এবং শেষবার।,0
অনেক ভাল খাবার।,1
একদম ফালতু,0
Chicken broast টা ভালো করে হয় নাই মসল্লা লেগে ছিল but rice টা ভালো হইসে,1
ভর্তা ঠান্ডা ছিল। আলু ও ডিম ভর্তা লবণ বেশি ছিল। খাবারের মান আরো ভালো করা উচিত,0
"এদের খাবার সম্পর্কে বিন্দুমাত্র ধারনা নাই। ভাত যথেষ্ট পরিমান শক্ত। জীবনে প্রথমবার কোন তরকারি দেখলাম যেটা এরকম অদ্ভুতভাবে রান্না দেখলাম। ৫/৬ পদের সবজি বুটের ডাল দিয়ে রান্না তাও আবার চটপটির মসলা দেয়া। আলুভর্তা অর্ডার করেছিলাম কিন্তু যেটা ডেলিভারি দিয়েছে সেটার মধ্যে আলুর চেয়ে পেঁয়াজ ৩ গুন। তাই, বুঝিনি কি ভর্তা। একমাত্র, সিদ্ধ ডিমটাই যা খাওয়ার মত অবস্থায় ছিল। আল্লাহ হায়াত রাখছে তাই বেঁচে আছি তানাহলে এই তরকারির গন্ধ শুকেই মানুষ মরে যাবে। এত জঘন্য কনসেপ্ট নিয়ে কিভাবে এরা ব্যবসা করছে আল্লাহ জানে।",0
"খুব খারাপ টেষ্ট,তেলের পরিমাণ খুব বেশী ,বাজে প্যাকেটিং,চুল পেয়েছি",0
গত কালের খাবার আজকের চেয়ে ভালো ছিল।,1
খুবই সুস্বাদু ছিলো খাবার গুলো..আরও ভালো করার সুযোগ আছে..ধন্যবাদ তাই ওয়াহ..,1
খাবারটা অনেক বাজে ছিলো! পোকাও পাইছিলাম খাবারে আমি! এইটা কখনোই চিকেন বিরিয়ানি হতেই পারেনা! ডিম ঝুল কিছুই ছিলো না!,0
ডিম+সালাড দিলে ৫/৫ দিতাম,1
খাবার টা বাসি ছিলো। খাবার টা গন্ধ হয়ে গিয়েছিলো। যা মুখে দিতে ই বমি চলে আসলো। গতকাল এর খাবার টা আজ ভালো ভাবে গরম না করার কারণে এধরণের বাসি খাবার পেতে হলো।,0
অসংখ্য ধন্যবাদ আপনাদেরকে☺️।,1
খাবার ঠান্ডা ছিলো,0
"খাবার টা তেমন ভালো ছিলো না। নরমাল হোটেলের খাবারের মতো ছিলো। রাইসের সাথে একটা পলিতে ছোট্ট একটা চিকেন পিস ঝোল আর ডিমও সেই ঝোলের মধ্যে দেয়া, এই ধরনের রেস্টুরেন্ট থেকে এইসব আশা করা যায়না।",0
মোরগ পোলাও তে মাংসের সাইজ ছোট ২১৯ টাকা হিসেবে। পরের বার থেকে ঠিক করবি।,0
খাবারটা অসাধারণ মজার ছিলে,1
"অনেক বার এই খাবার টা অর্ডার করেছি। কিন্তু এই বারের মতো এতো জঘন্য কখনো হয়নি। রাইস টা সিদ্ধও হয়নি, শক্ত শক্ত ছিলো। আর রাইস টা সাদা সাদা ছিলো, খাবারের স্বাদ ও ভালো ছিলো না। আর যেখানে অর্ডার ১০ মিনিটের মধ্যে আসার কথা সেখানে অর্ডার আসতে সময় নেয় প্রায় এক ঘন্টা যেটা কোনো ভাবেই গ্রহণযোগ্য নয়।",0
"খুবই বাজে খাবার অর্ডার করলাম বাসমতী চিকেন দম বিরিয়ানি , দিলো ঝোল মাখা ভাত।চিটারি করছে",0
40 টাকায় কি chicken দিলেন ভাই।। সব হাড়।। তাও ৩ piece.. 0 out of 10,0
"অর্ডার করেছিলাম চিকেন বডি কাবাব দিয়েছে চিকেন গ্রিল, রয়েল কাবাব পাসলাইশ প্রায় ভুল করে।",0
খানকি মাগির পুলার নষ্ট পচা বাসি খাবার ডেলিভারি দেয় আর ফুডপান্ডাকে আভিযোগ জানানোর কোন ওয়ে নাই? রিটার্ন করার কোন ওয়ে নাই? তাদের কাজ শুধ ডেলিভারি দেওয়া??,0
ডিম দেয়ার কথা ছিল ডিম দেয় নি টেস্ট একদম ভাল না Rating : 10/02,0
"এইভাবে নষ্ট খাবার বিক্রি না করে, রাস্তায় ভিক্ষা করেন at least হালাল উপার্জন হবে. আজকে ২টা chicken polaw অর্ডার করছিলাম, সম্পূর্ন খাবার নষ্ট ছিল",0
প্রাইস অনুযায়ী মোটামুটি,1
মাদারচোদ কাবাব সব বাশি খাবার,0
খানকির পোলার দম বিরিয়ানির নামে হেডার বিরিয়ানি দিছে বাসি বিরিয়ানি দিছে। আর পচা গন্ধ।কেউ ভুলে ও অর্ডার করবেন না😡,0
হোল চিকেন উইথ পোলাও এ মাংস খুভ বেশি ভেজে শক্ত করে ফেলেছে।ওভারঅল খাবার ভালো লাগলো,1
খুবিই ভালো ছিলো গরম গরম। স্বাদেও খুব ভালো ছিলো,1
"আলহামদুলিল্লাহ, খুব ভালো লাগছে, নতুন একটা টেস্ট পেয়েছি, আর ওনাদের ব্যবহার খুব ভাল লেগেছে,",1
"পুরাই বাজে,, দম বিরিয়ানি অর্ডার করেছিলাম বাসি খাবার দিছে।",0
ভাতের পরিমান খুবই কম ছিল,0
"good... বাট, পরিমাণটা আরেকটু বাড়ানো উচিত",1
মাংসের পরিমান খুব ই খুব ই কম,0
ফালতু কোনো টেস্ট নাই,0
মোটামুটি,1
স্বাদ একেবারে বাজে,0
অসাধারন রান্না...মা এর কথা মনে পড়ে যায় প্রতিবার...,1
প্যাকেট ধরার জন্য গ্লাবস দরকার ছিলো। এতো তেল কিভাবে প্যাকেটে থাকে,0
"আমি অর্ডার করেছিলাম buy 1 get 1, ১২"" পিজ্জার সাথে ফ্রী ৬"" পিজ্জা টা দেয় নি, রিপোর্ট করার পর ৫০ টাকা রিফান্ড করতে চায়, ৬"" পিজ্জার দাম ৫০ টাক!!!!?, আর পিজ্জার ক্রাস্ট খুব পাতলা, টেস্ট গড়পড়তা, সময় বেশী নেয় অনেক",0
ভালো মানের খাওয়ার এবং ভালো সারর্ভিস।,1
একটা আইটেম (সিংগাড়া) দেয়নাই।,0
Very bad..বাসি খাবার ছিল,0
মাশা আল্লাহ খাওয়ার জোস ছিলো 😍,1
২০০ টাকায় কি এক কোয়ার্টার?,0
মেজবানি গোস্তের বদলে মেজবানি গোস্তের তেল দিসে,0
"বাসি গন্ধ খাবার দিয়েছে, আর অডার করব না। চরম বাজে খাবার ছিলো।",0
"জর্দার মধ্যে কোনো কিছুর ঝোল লেগে ছিল, হালকা ঝাল ছিল। ধনিয়া পাতা ছিল।",0
খুবই বাজে হইছে,0
😡😡,0
বাসী খাবার,0
মাংস এত শক্ত হয় কাচ্চিতে জিবনে দেখি নাই,0
বাসি ও স্বাদহীন খাবার। এইবার নিয়ে তিন তিন বারের তিক্ত অভিজ্ঞতা।,0
ভাল লেগেছিল।,1
গতকাল ভাল লেগেছিল তাই আজ আরও বেশি পরিমাণে অর্ডার দিলাম। কিন্ত গতকাল এর মত হলো না। আশা করছি আগামীতে ভাল হবে।,1
দারুণ সিঙ্গারা ।,1
৩ টাকা দামের গরম গরম সিংগাড়া বেশ ভাল লেগেছে।,1
"প্রথম প্রথম ভালো ছিলো,বর্তমানে খাবারের মান ভালো না,এবং পরিমাণ একটা বললে দেয় আর একটা",0
পুরাই ফালতু,0
চিকেন কম ছিলো।,0
কাস্টমার কে নষ্ট খাবার প্রভোইট করে😡,0
👎,0
" অর্ডার দিয়েছি ১টা,দিল অন্যটা। খাবার এত বাসি ছিল যে মুখে নিতে পারিনি। আর অর্ডার করবো না। ঠকালো🙂",0
ভেলপুরি দুই তিনটা কম ছিল,0
"পানিপুরি আর ফুচকা কোনোটারই টেস্ট ভালো লাগেনি,টপিং এর যে ডাবলিটা একদম শক্ত ছিলো আর সাথে ফ্রিজের ঠান্ডা টক দিয়েছে৷ পার্সোনালি আমি সাজেস্ট করি না।",0
ছিঃ একদম জঘন্য খাবার ছিলো 🤮,0
বেশি ছোট ফ্রাইস গুলো,0
ভালো না,0
পরিমাণে অনেক কম দিয়েছে।টাকা তো টিকি নিল,0
ফুসকা চুপসানো ছিল,0
খাবার অর্ডার করছি ৪.৩০ এ। বাসায় খাবার আসছে ৬.৩০ এ। খাবার তো আর খাবার থাকনা। বিফ বিরানী তে মাংস ছিল ২ পিচ। জিলাপিতে চিনি জমে গেছে।,0
প্রোডাক্ট কম ছিল!!,0
মাংসের ও ভাতের পরিমান কম বাড়ানো উচিৎ।,0
"ক্যন্ডি নাম সবার মুখে শুনেছি,কিন্তুু খাবার পরিমানে কম,বিরানির সাথে মাংস দিসে এক পিস,নবন হয়নাই,,চিকেন রোলে শরিসা দিয়ে রাখসে ফালতু,আরো ভালো করেন,",0
খুব বাজে অভিজ্ঞতা হয়েছে। ক্যসুনাট সালাড অর্ডার দিয়েছিলাম কিন্তু লবন এত বেশী ছিল যে খাওয়ার অনুপযোগী।,0
পানি মিশানো ছিলো আমি ২ ফালুদা order করেছি ডেলিভারি মানুষ ফালুদা খেয়ে পানি মিশিয়ে এনেছে এসব কেমন কথা,0
অতিরিক্ত বাজে,0
স্পেশাল বিরিয়ানি আর চিকেন বিরিয়ানি মধ্যে পার্থক্য কি??২ টা বিরিয়ানিই একইরকম ছিল শুধুমাত্র স্পেশালে আলাদা একটা চিকেন মাসালা ছিল।তবে খাবারের টেস্ট ভালো ছিল।,0
সবার উচিত তাদের চিকেন টেস্ট করা,1
সব সময় মানুষকে এইভাবে ভালো খাবার এবং সুস্বাদু খাবার দিয়ে যাবেন,1
বেস্ট এক কথায় অসাধারণ,1
সরিষা তেহরি টা টেস্ট ভালই ছিল। তবে তেলের পরিমান আরেকটু কম হলে আরো ভাল হত।,1
১০ টি পরোটা অর্ডার করেছিলাম। কিন্তু ১০ টি দেয় নি,0
খাবার খুব খারাপ।আমি তেহেরি নিলাম ১৫০ টাকার কিন্তু মাংস ছিল শুধু ১টা ১ইঞ্চির মতো।ভাই আপনারা এমন প্রতারণা কেন করছেন।আল্লাহ আপনাদের উচিত জবাব দিবে।,0
"এত বাজে খাবার।আমি লাইফ এ খাই নাই।ডেক্সি বাড়ির মত রেস্টুরেন্টে থেকে এটা কাম্য নয়। না ছিল রাইস এর মজা,না ছিলো মাংস।মাংসের টেস্ট এর মান ও খারাপ।লজ্জা থাকা দরকার টাকা নিয়েও যদি এমন খাবার দেন।পেকেট ও ছিলো অন্য ব্রেন্ড এর নামে।",0
ফুচকা প্লেটার ভালো ছিলো। কিন্তু খাবারের দোকান বা ফুডপান্ডা ডেলিভারী বয়ের মিস হ্যান্ডেলিং এর জন্য প্যাকেট থেকে খাবার বের হয়ে ভিতরে অবস্থা করুণ ছিলো-যা মোটেই কাম্য নয়। ঠিকানা পরিপূর্ণভাবে লিখে দেয়ার পরও ডেলিভারী ম্যানরা জায়গা চিনেনা। দয়া করে WELL TRAINED UP করে চালককে রাস্তায় নামাবেন। ধন্যবাদ।,1
খুব ভালো।,1
সব ফুচকা ফুতা ফুতা হয়ে গিয়েছিল। পুরাই বাজে ছিল। চটপটি ঠিক ছিল।,0
"কি ফালতু এক রাইডার পেয়েছিলাম,আল্লাহ! এসব রাইডারের কারণে ফুড পান্ডার বদনাম হয়ে যাবে। তবে এদের খাবার ভাল",1
ফুচকা চটপটির পরিমান অনেক কম ছিল। এটা বাড়ায় দেওয়া উচিত,0
টপিং আরো বেশী দেয়া উচিত ছিল।,0
"মিডিয়াম সাইজ চিজি পিজ্জা অর্ডার করেছিলাম,টেস্ট,ডেলিভারি টাইমিং ঠিকই আছে,কিন্তু বুঝলাম না নতুন করে প্রতিটা ক্ষেত্রে ফুডপান্ডার ভ্যাট যুক্ত করার মানেটা কি?দেখা যায় ডিস্কাউন্ট করে ভ্যাট+পিজ্জাবক্স+ডেলিভারি চার্জ মিলিয়ে অরিজিনাল প্রাইসই বা অনেক সময় এর চেয়ে বেশিও চলে আসে।",1
"চিকেন মাসালা অর্ডার করেছিলাম, তারা ঝোল দিয়ে রান্না করা মুরগীর মাংস পাঠিয়েছে! দোষ রাইডারের না রেস্টুরেন্টের জানি না, তবে মেজাজ কতটা খারাপ হয়েছে প্যাকেট খোলার পর আশা করি বুঝতে পারছেন। জঘন্য অভিজ্ঞতা।",0
খাবার ভাল ছিল। কিন্তু ডেলিভারীর সময় একদম বাজে ! দুপুরের খাবার রাতে খাওয়া যাবে। টাইমলিনেস বলতে কোন ধারণা নেই।,1
খিচুড়ির ডালগুলা একেবারেই সিদ্ধ হয় নাই। শক্ত শক্ত ছিল।,0
"খিচুড়ি খুব মজার ছিল কিন্তু চিকেন ছিল একদম কাচা ভিতরে, খেতে পারিনি ফেলে দিয়েছি। হতাশ হয়েছি খুব, পরিমানে ভালই ছিল",0
"চাউমিনটা ভালো ছিল। এপ রিভিউ দেখে কনফিউজড ছিলাম, কোয়ালিটি কেমন হবে। ধন্যবাদ মজাদার চাউমিন দেওয়ার জন্য। ২৯০ টাকা হিসাবে বক্স ছোট।",1
বাজে ছিল । পেকেটে পিজা দলা করে ডেলিভারী দিয়েছে। নান রুটির মত পিজা। এ সব পিজা নামে ব্যবসা করা ঠিক না।,0
আমি আজ সন্ধ্যায় এক হাজার টাকা দামের একটা পিৎজা অর্ডার করেছিলাম।ঐ পিৎজায়এত বেশী মরিচের গুড়া ব্যবহার করা হয়েছে যে বাসার ছোট ছেলে মেয়েরা খেতেই পারে নাই।খুবই দুঃখ লাগল।,0
আলহামদুলিল্লাহ খাবার অনেক ভালো ছিলো ।,1
সব খাবার গরম এবং ভাল ছিল। একটু সময় নেয় ভেলিভারি দিতে। কিন্তু খাবার খেয়ে ভাল লাগছে।,1
ফালতু ছিল,0
"খারাপ, পোড়া নান রুটি দিছে আমাকে",0
খারাপ না,1
মুগ ডাল ও সুজি টা ভাল লাগে নি,0
"ডেইলি খাবার ব্যাকাপ দিচ্ছে, সেই স্বাদ খাবারের",1
"খাবার পুরাই ফালতু ছিল, মনে হচ্ছিল বাশী খাবার খাচ্ছি",0
"ফালতু কাচ্চি, সস দিয়ে ভর্তি খাবার",0
"অস্থির ছিল আজকের কাচ্চি টা, থ্যাংক ইউ সুলতান ডাইন্স",1
হাড্ডি বেশী ছিল কিন্তু টেস্ট জোশ,1
"খাসির মাংসে কোন স্বাদ ছিলো না। কতোদিন যে খাসির মাংসগুলো ফ্রিজে ছিলো কে জানে!!! সুলতান ডাইনস থেকে এমনটা আশা করি না। আশা করি, মাংসের কোয়ালিটির দিকে পরবর্তীতে খেয়াল রাখবে।",0
আরেকটু হলে ভাল হোতো কিন্তু টেস্ট জোশ ছিল,1
"আরেক্টূ ভাজা হইলে টেস্ট হতো, খুব বেশি টেস্ট ছিল",1
খুব বাজে,0
একদম মজা নাই,0
"এত ফালতু খিচুড়ি জীবনে খাই নি, প্লিজ সবাই এসব ফালতু রেস্টুরেন্ট থেকে অর্ডার করবেন না, সল্ট নাই, রাইস কম, মাংস সিদ্ধ হয় নাই",0
সল্ট এক্টূ কম ছিল কিন্তু অস্থির স্বাদ ছিল,1
চিকেন চাপ টা খুব ভাল,1
"খুব বাজে খাবার, পাথর পাইছি খাবার থেকে",0
ফালতু দম বিরিয়ানি,0
স্যান্ডুইচ টা ভাল ছিল কিন্তু আরেক্টূ সস দিলে ভাল হোতো,1
খুব বাজে ছিল চুই ঝাল টা,0
"এত বাজে খাবার জীবনে খাওয়া হয় নি আমার। খাওয়ার পর আমার সিক ফিল হচ্ছে, এত কম দেয়ার পরেও আমার ওয়েস্ট করতে হইছে",0
"খুব ফালতু, চিকেনের মধ্যে মুরগির আশ",0
বিস্টুক টা ভালই তবে বাকরখানি টা ভাল হওয়া দরকার,1
"আলুর চপ টা বাজে ছিল, ইম্প্রুভ করেন আপনাদের সার্ভিস",0
"খুবই টেস্টি, আরেকটু ঝাল হলে আরো ভাল হতো, নেক্সটে অর্ডার করব আবার ইনশাল্লাহ",1
"হায়দ্রাবাদি বিরিয়ানি তে ২ পিস মাটনে পুরাই হাড্ডি, মনে হলো টাকা দিয়ে হাড্ডি কিনে খেলাম",0
"খাবার অমৃত ছিল, কোয়ান্টিটী দাম অনুযায়ী আরেক্টূ হলে ভাল হতো",1
"বিয়ে বাড়ির প্ল্যাটার অর্ডার করেছিলাম, ভেজিটেবল পুরাই কাচা, মাংসের পিসও ছোট ছিল",0
অনেক তেল ছিল হায়দ্রাবাদি বিরিয়ানি তে,0
"আরেকটু বাড়িয়ে দিলে ভাল হতো, এছাটা সব ঠিক ঠাক",1
"বাজে, আর কোনো দিন অর্ডার করবো না",0
অর্ডার করেছি চিকেন বিরিয়ানি দিয়েছে সাদা ভাত আর চিকেন,0
"না খাইলে বুঝবেন না এত টেস্ট, কম প্রাইসে অনেক ভাল খাবার",1
"বিরিয়ানি টা এত বাজে যে এত বাজে বিরিয়ানি কখনো খাই নি, এত লবন ছিল যে খাওয়া উপযোগি ছিল না",0
আমি চেয়েছি ২৮ টা ডাল পুড়ি কিন্তু দিয়েছে ২০ টা। স্বাদ ভাল ছিল,1
ফালতু খাবার টাকা নস্ট,0
আজকের কাচ্চি টা গত দিনের চেয়ে ভাল ছিল,1
ফালতু একটা সস দিছে চিকেন ফ্রাই এর সাথে,0
শর্মার নামে চিকেন দিয়ে পাটীসাপটা বানায় দিছে,0
"চটপটী টা ভাল ছিল, অনেক মজা",1
"এত খারাপ হায়দ্রাবাদি বিরিয়ানি জীবনে খাই নি, ব্যাড স্মেল। ছিহঃ",0
"যেটা অর্ডার করেছি সেটা পাই নি, দিয়েছে আরেকটা",0
খাবার এত ওয়েলি ছিল যে অর্ধেক ফেলে দিতে হইছে,0
মনে হইল চিকেন ছাড়া চিকেন বিরিয়ানি খাইলাম,0
"বিফ তেহারি টা ভাল ছিল না, তেল ছিল খুব আর মাংস কম",0
ভাত কম পেয়েছি কিন্তু স্বাদ ছিল,1
একখানকার ভাজি টা ভাল লাগছে পরোটার সাথে।,1
আমার খাওয়া চট্টগ্রামের সবচেয়ে বাজে শর্মা,0
"এত বাজে ছিল! বার্গার টা ঠান্ডা হয়ে গেছে, মজাও লাগে নাই",0
শর্মা টা ভাল ছিল,1
"থার্ড ক্লাস, বাশি, কতদিনের বানানো আল্লাহ জানে",0
"ভালই, খারাপ না",1
দুইটা বটী কাবাব অর্ডার করেছি। কোয়ান্টিটী ভাল ছিল,1
"খাবার টা মজা ছিল, টেস্টি সালাদ ছিল",1
"জঘন্য খাবার, শক্ত কাবাব দিছে",0
"পরোটা গুলা ভাল কিন্তু চিকেনের পরিমান বেশী দেয়া উচিত ছিল, যাই হোক মোটামুটি",1
বাজে ফুড। পচা খাবার দিছে,0
টেস্ট ভাল লেগেছে কিন্তু কোয়ান্টিটি কম,1
অনেক মজা ছিল খাবারগুলা,1
চিকেনে সাইজগুলা বড় ছিল,1
"পুরাই বাজে ছিল, চিকেনের পরিমান কম",0
"অন্য দিনের থেকে টেস্ট ডিফারেন্ট ছিল আর ওরেগানো বেশি দিয়ে দিছিল, তাই তিতা বেশি লাগছে।",0
চিকেন ফ্রাই টা ভাল লাগছে,1
"ভাল ছিল, আঁচার টা জন্য খুব টেস্ট লাগছে",1
প্রিভিয়াস অর্ডারের থেকে ভাল লাগছে কিন্তু মমো সস কম দিয়েছে,1
খাবার কম ছিল কিন্তু টেস্ট টা জোছ,1
"খাবার টা অনেক খারাপ ছিল, ওর্স্ট",0
এই খাবারটা ৬০ টাকা কিভাবে হয়! কস্ট করে বাইরে গেলে ১৫ টাকা তেই হয়ে যায়,0
লুচি আর তারকা ডাল টা জাস্ট ফাটাফাটি। অসাধারণ,1
"খুবি খারাপ ছিল খাবার টা, তেল এ ভরা ছিল। মাংসের পিসও কম দিয়েছে",0
"দুইবার চিকেন অর্ডার করেছি, ছোট পিস দিয়েছে",0
খাবারের টেস্ট ভাল ছিল না। টাকা নস্ট,0
ওরা এসব খাবারের নামে মানুষকে ঠকাচ্ছে,0
"পুরাই ফালতু, কাচ্চির বদলে পোলাও আর এক পিস আলু দিয়েছে শুধু",0
