Speech,Label
এটা ৫০০ টাকার খাবার না,0
এত বাজে চটপটি কোনোদিন খাই নি আমি। রিভিউ দেয়ার কোনো ইচ্ছা আমার ছিল না,0
"মেনশন করে দেয়া হয়েছে চিকেন ব্রেস্ট পিস দেয়ার জন্য, চিকেন লেগ পিস দিয়েছে",0
খুবি খারাপ আর খাবার লেট এ আসছে,0
"পুরাই ফালতু, টক টক লাগতেছিল। নস্ট পিজ্জা দিয়েছে",0
"খুবি খারাপ এক্সপিরিয়েন্স, ভর্তাটা ওর্স্ট ছিল একদম, শুটকি ভর্তাতে শুটকি খুজে পাওয়া যায় না",0
হলুদ আর টেস্টিং সল্ট দিয়ে খিচুরি বানায় নাম দিছে বিফ আকনি! একদম বাজে,0
অনেকদিন ধরে আপনারা সোডা লেমনেটের জায়গায় শুধু লেমনেট দিচ্ছেন,0
সল্ট বেশি ছিল আর রাইস আর চিকেন বেশি দিলে ভাল হতো,0
ওলওয়েজ কি বাজে খাবার দেয়া লাগবে!কোনো দিন তো ভাল খাবার দিন,0
"একদম বাজে এক্সপিরিয়েন্স হইছে, আমি জিবনেও এত বাজে খাবার খাই নি",0
"একদম ভাল না, ওয়েস্ট অফ মানি",0
তেমন ভাল না,0
"ফালতু খাবার, চিট করা হইছে",0
"একদম পায়খানার মত টেস্ট, এত টেস্টলেস খাবার কোনোদিন খাই নি",0
"ফুড অনেক খারাপ ছিল, কোনো খাবার টেস্টি ছিল না",0
একদম বাজে,0
"সালা হারামখোড়, বিফ বিরিয়ানিতে ২ পিস বিফ দিছে, ডিমের কথা আর বললাম না",0
"খুব ফালতু, ওরা যায় দেখায়, তার কিছুই দেয় না",0
"খুব খারাপ কোয়ালিটির পরোটা দিছে , প্যাকেজিং ও বাজে ছিল",0
"ভর্তা দেয়ার আগে একবার টেস্ট করা উচিত যে ভার্তা ভাল আছে না খারাপ, একদম বাজে",0
"মুরগির পিস টা একদম ছোট, প্রাইজের সাথে এটা যায় না",0
"ভাতের পরিমান খুব কম, সালাদ দেয় নাই, এগুলোর উপর কাজ করা উচিত",0
"বলার কিছু নাই, ওয়েস্ট অফ মানি",0
ফুচকা ভাল লাগে নাই,0
অনেক বাজে ছিল,0
"বাসি খাবার, কোয়ান্টীটি অনেক কম",0
"পরটা গুলা আগের, চিকেন গুলাও ফ্রেশ না",0
কাবাব গুলা বেশ শক্ত ছিল;,0
পচা খাবার দিছে বিরিয়ানি খাওয়ার উপযোগী ছিল না তাই খাবার ফেলে দিতে হইছে,0
"কাচ্চি পুরাই ফালতু ছিলো। খাওয়ার অযোগ্য, মনে হচ্ছিলো গান্ধা বাসি জিনিস দিয়ে দিছে। আমি আগেও কয়েকবার ওর্ডার করেছিলাম, আগের গুলা ভালোই ছিলো বাট এইবার পুরাই হতাশ! রাত ১০ টার দিকে অর্ডার না করাই ভালো। নেগেটিভ রেটিং থাকলে দিতাম। ১*",0
"তেমন ভালো না, ভাতটা ওকে কিন্তু মাংস মোটেও তেমন ভালো না।",0
শাহী মোরগ পোলাও দামটা বেশী। সেই তুলনায় কোন স্পেশালিটি নাই,0
খাবার মানসম্মত নয়। তাছাড়াও অনলাইনে অডার করলে তারা যেই জিনিস গুলো তাদের রেস্তোরাঁতে সরাসরি খাওয়ার জন্য যাওয়া গ্রহকদের দিতে পারেন না সেগুলো অনলাইনে অডারকৃত গ্রহকে বুঝিয়ে দেন। যেমন মাংসের পিস গুলো হাড্ডি ও বেশি তৈলযুক্ত হয় আর মাংসের পিস গুলো খুবি ছোট দেই।,0
অর্ডার করলাম বিফ খিচুড়ি। দিলো চিকেন খিচুড়ি। খাবার আসলো ১ঘন্টা পর,0
আল আমিন বিরিয়ানি ঘর ও চাইনিজ রেস্টুরেন্টের বক্সে খাবার প্যাক করা ছিলো। খাবার আসতেও দেরি হয়।,0
আমি প্রায় গ্রিল চিকেন খাই। কিন্তু আমি হতভম্ব তাদের গ্রিল চিকেন বাসি মুরগী দিয়ে করা। গোস্তো পঁচা গন্ধ ছিলো। হতাশ পিকাপ করার পর ও পঁচা খাবার দিয়ে দিসে আর কাজের লোকজন এর ভাব বলার বাইরে,0
"একেবারে শুকনা একটা লেগ পিস দিছে, যেখানে আমি ব্রেস্ট পিসের কথা উল্লেখ করে দিয়েছিলাম। ঝোল দিতে বলেছিলাম, কিন্তু একটুও ঝোল দেয় নাই। সালাদ দেয় নাই।শুকনা শুকনা খাওয়া লাগছে।",0
আজকের চাপ পোলাও এর মাংসটা ভালো ছিলো না। সিদ্ধ হয় নি।।,0
এত বাজে খাবার কখনও খাইনি।,0
খাবার একবারে বাজে চাইছি ভাজি দিছে আলু ভর্তা তারমধ্যে প্যাকেজিং হচ্ছে মনে হয় রাস্তার কোন হোটেল।,0
রোস্ট প্রচুর খারাপ। কেউ নিবেন না।,0
সাথে ডিম ভুনা দেয় নাই?,0
অনেক কম মাংস ছিলো। স্বাদ খারাপ না।,0
চাইলাম মোরগ পোলাও আর দিলো চিকেন খিচুড়ি,0
টাকা নষ্ট :),0
মোরগ পোলাও এর একটা ডিম নষ্ট ছিল। গন্ধ বের হচ্ছিল। মুরগী ও হালকা গন্ধ হচ্ছিল।,0
"জঘন্য ডিম দেয় নাই, মাংস ইটের মতো শক্ত",0
বাসি খাবার পরিবেশন করেছে। সবাই সাবধান।,0
চিকেন বাল ফ্রাই। এমন ২নাম্বারি করে দেখেইতো ওদের চোখের সামনে কাবাবওয়ালা এতো উন্নতি করে ফেললো আর ওরা সেই চিপাতেই পরে আছে। ১৫০/= নিয়ে এইটুক দেয়? ৪পিচ মাংস দেয় ১৫০টাকা তে? ফাউল,0
এই নিয়ে দুইবারের মত অর্ডার করেছি। খুবই টেস্টলেস খাবার,0
"প্রথমবার দুই/তিন মাস আগে অর্ডার দিয়েছিলাম, তখনো বাজে লেগেছিল। ভেবেছিলাম রান্নার হয়তো সমস্যা, এবারো একই রকম বাজে টেস্ট।",0
"কোয়েলের আইটেমে উদ্ভট গন্ধ ছিল, আর এত কড়া করে ভাজা যে ছেঁড়াই যায়না, কোন স্বাদই নেই। কাবাবে অতিরিক্ত তেল এবং মসলা ছাড়া কিছুই নেই।",0
"টাকাটাও নষ্ট, খাবার পুরোটা শেষ করা যায়নি ফেলে দিতে হয়েছে। আর দুইবারই ডেলিভারিতে অনেক লেট। ০/১০",0
খাবারটা থেকে একটা বাজে গন্ধ আসছিলো যার জন্য আমাকে খাবার ফেলে দিতে হয়েছে। আউয়াল বিরানিতে আর অর্ডার দিবো না,0
চিকেন বিরিয়ানিতে ডিমটা পঁচা ছিল,0
কাচ্চিতে এত ছোট সাইজের মাংস দোকানে বসে খাওয়ার সময় দিলে মাইরও খেতে পারেন। অনলাইনে যা বাটপারি করার করে নেন।,0
খুব বাজে রোস্ট পচা ছিল এবং মুরগির পশম ছিল। ছি:ছি: আর কখনও এদের খাবার ওর্ডার করবো না।,0
খুবই বাজে নান রুটি। এইটা কখনোই না হতে পারে না। ২২টাকা তে এর থেকে ভালো নান অনেক জায়গায় আছে,0
"খুবি জঘন্য খাবার, ডিম ভুনা অর্ডার করেছিলাম,দিয়েছে ডিম ভাজির ঝোল।",0
ভাইয়েরা যদি নিজের টাকার প্রতি সামান্যতম মায়াও থেকে থাকে তবে মনের ভুলেও এই রেস্টুরেন্টে কখনো খাবার অর্ডার কইরেন নাহ।,0
মুখের রুচিটাই নষ্ট হয়ে গেছে একদম।,0
অল্প একটু মুরগির ঝোল রে চিকেন ঝাল ফ্রাই বলে বিক্রি করে। জঘন্য খাবার। ভুলেও কেউ অর্ডার করবেননা।,0
চিকেন স্যুপের চিকেন পচা ছিল। কামড় দিলে বাজে গন্ধ পাওয়া যাচ্ছিল।,0
পার্সেলে মাংসের টুকরা বেছে বেছে সবচেয়ে ছোটো দিসে। কাচ্চির টেস্ট একেবারে এভারেজ। দাম একটু কম বলেই এমন মনে হয়।,0
"ওয়েজেস এর মান খুব খারাপ ছিল,প্যাকেজিং বাজে,ড্রিংকস এর কোয়ালিটি ভালো না",0
বোরহানি বাসি এবং পানি মিশানো ছিল।,0
আমাকে কালাভুনা দিলো কিন্তু গোশতের পরিমাণ খুবই কম এবং খুব সুন্দর করে চর্বি ছোট ছোট করে কেটে মাংসের সাইজ করে দিয়েছে।,0
অর্ডার আগে একরকম দাম লেখা থাকে কিন্তু অর্ডার প্লেস করার পরে ভাউচারে আরেক দাম লেখা থাকে। এটা তো প্রতারণার সামিল।,0
এমন জঘন্য খাবার আমি আমার জীবনে খাইনি অসম্ভব বাজে খাবার,0
নকশি পিঠার মান খুবই নিম্ন।,0
কি বালের রান্না করে এরা কে জানে,0
আজকের খাবারটা টোটালি আনএক্সপেক্টেড ছিলো। চিকেন চাপের সাইজ এতো ছোট আমি কখনোই কোথাও দেখিনি,0
"জঘন্য খাবার, খাওয়ার পরে অসুস্থ হয়ে গেসি। কথা হচ্ছে খাবার খালি সুস্বাদু হলেই হয় না, পচা বাসি উপাদান মসলা দিলে আপনি স্বাদ করে খেলেও খাওয়ার পর অসুস্থ হয়ে যাবেন। মনে থাকতে আর কখনো অর্ডার করবো না।",0
একটা টকের মতো কিছু দিয়ে ছিল কিন্তু তার মধ্যে বাজে গন্ধ ছিল বোরহানি নষ্ট ছিল।,0
"আমি আগেও কয়েকবার ওর্ডার করেছিলাম, আগের গুলা ভালোই ছিলো বাট এইবার পুরাই হতাশ!",0
"এত বরফ দিছে যে জুস খুঁজে পাওয়া মুশকিল, @আখের রস।",0
"কোল্ড কফির স্বাদে কোনো তীব্রতা নেই, পানসে একটা স্বাদ।",0
একদমই নিরাশাজনক! আমি অর্ডার করেছি চকলেট কেকে আর তারা আমাকে পাঠাইছে ভ্যানিলা কেক! রিমান্ডে ফুড পান্ডা আমাকে পাঠাইছে ৬০ টাকা যেখানে আমি অর্ডার করেছি ৩৫০ টাকার! ফালতু!,0
যতটুকু আশা করেছিলাম তার তিন ভাগের এক ভাগ‌ও ভালো লাগে নাই।খুবই হতাশাজনক,0
এইটা কোন বাগার বিষ কেউ বাচ্চাদের খাওবেন না আমি হাসপাতালে ভতি ছিলাম,0
এতো সময় লাগলে খিদায় তো মইরাই যামু আজাইরা,0
বাইরের প্যাকেটে ময়লা ছিল,0
খাবার এর মধ্যে এইসব কি ময়লা দেন আপনারা,0
"আইটেম অর্ডার দিলাম ছয়টা, হাতে পাইলাম ২ টা ,ফাইজলামি করেন ?",0
খাবারে জাগায় প্যাকেট ভর্তি ময়লা দিয়া ডেলিভারি করেন,0
ভাই অনলাইন বলে মানুষের সাথে বাটপারি করা লাগে। খাবারের পরিমান এতো কম যে কি বলব।টাকা বেশি নিবে আবার পরিমান কম,0
"এখন তো খালি নাম এর উপর চলে এইসব দোকান ,ফালতু ওভাররেটেড",0
খাবার ভালো ছিল না। পুরাই ফালতু খাবার,0
দামে বেশি সাইযে ছোট কাকলি বার্গার,0
মজা হয়নাই। আর নরমাল ফুচকা অর্ডার করেছি এত ঝাল ছিল বাচচা খেতেই পারেনাই। আমি তো ইসপাইসি অর্ডার করি নাই,0
ফুচকা সবগুলো ভাঙা ছিলো একদম। খুবই বাজে এক্সপেরিন্স,0
চটপটি আর ফুসকা বাজে ছিলো।।। খাওয়া যায় নাই এক ঘটনা পরে খাবার ডেলিভারি করসে।।। রাইডার ব্যবহার ভালো না,0
খাওন আসতে অনেক সময় লাগে,0
"অর্ডার করেছি চিকেন চাউমিন দিয়েছে প্রওন চাউমিন আমার এলার্জি প্রবলেম , তাই পুরোটাই নষ্ট হলো। খুবই নিরাশ জনক",0
"চিকেন চিলি অনিয়ন অর্ডার দিয়েছিলাম, একটা চাইনিজ আইটেম এটা। এরমধ্যে ইচ্ছামত ধনে গুঁড়া দিয়ে ভরে রাখা ছিল, দেখতে হলুদ রং, পেঁয়াজের উপস্থিতি খুবই কম । খুবই বাজে ছিল এক্সপেরিয়েন্স।",0
একদম বাজে এবং কম দামি খাবার দেয় তারা . খাবারের তুলনায় দাম খুবই বেশি. তাদের কাছ থেকে না কেনার পরামর্শ রইল.,0
"অতি অতি জঘন্য। ঠান্ডা, পোড়া মোগলাই। প্যাকেট ও খোলা ছিল।",0
অনেক বেশি ঝাল। কোনো মজাদার ঝাল না। মাংসের চেয়ে মশলা বেশি। খুব বাজে খাবার। টাকাটা নষ্ট হলো।,0
শিক কাবাব এ মসলা কাচা ছিল কাবাব আরেকটু পোড়ানো লাগতো,0
সালারা দিসে সব পোড়া,0
এর থেকে বাজে খাবার আর হতে পারে না৷ খাবার নস্ট ছিলো৷ পর পর ২ দিন এমন হইসে৷ খুব ই বাজে এক্সপেরিয়েন্স৷,0
"ফুচকায় গন্ধ হওয়া টক ডেলিভারি করেছিলো যা ফেলাই দিতে হয়েছে।হোম মেড ফুচকাও দেইনা তারা,ফুচকার ভিতরের জন্য তারা গন্ধ হওয়া আলু ভর্তা দিয়ে ছিলো আর ডিমের চপের ব্যাপারে কিছু নাই বলি এক কথায় জঘন্য এদের খাবার",0
চাপ কাচা টাইপের ছিলো। অতটাও ভালো না।হতাশ,0
খাবার মিসিং ! কাচ্চির সাথে কাবাব এবং সফট ড্রিংকস ছিলনা !! শুধু শুধু টাকা নষ্ট হল,0
বাজে খাবার ছিল এবং ডেলিভারি করতে অনেকক্ষণ সময় নিয়েছে পিকআপ দিয়েছিলাম এবং সঠিক খাবার দেয় নাই।,0
আমার খাওয়া সব চেয়ে বাজে গ্রিল ছিল। আর অর্ডার দিতাছি না এইখান থেকে।,0
নানটা ভাল ছিল। কিন্তু চাপ..? এতো বাজে যা বলার মতো না। পোড়া তেলে লবন দিয়ে ভেজে দিয়েছে তোন মতে।,0
"২৫০ টাকা হিসেবে কাচ্চির মান খুবই বাজে । খাসির পিসের অবস্থা , রোস্ট রান্না যাচ্ছেতাই । রাজশাহীর নামকরা রেস্টুরেন্টর মান এত খারাপ হবে বুঝি নাই । আর কখনো এখানে অর্ডার দিবো না ।",0
"একদিনের তৈরি জিলাপি অন্যদিন সাপ্লাই দিয়েছে, একদম নরম এবং গন্ধ যুক্ত।",0
"খুব বাজে জেলাপী, উপরে মচমচে থাকলেও ভিতরে টক টক স্বাদ। এত দাম দিয়ে এটা কেউ আশা করবে না।",0
ঠান্ডা জিলাপি পাঠিয়ে দেয়।,0
না। কারন বাটার মোড়ের জিলাপীর যে স্বাদ তা আমি পায়নি। জিলাপী গুলো অধিকাংশ ভাঙ্গা এবং নরম ছিল। রাইডার কোন প্রকার ড্রেস কোড এবং স্বাস্থ্য বিধি অনুসরণ করেনি।,0
প্রাইস অনুযায়ী চিকেন এর সাইজ এবং পরিমাণ খুবই ছোট ছিলো।,0
খাবার ফালতু লাগছে।,0
একদম ফালটু খাবার। সব টাকা নষ্ট। ২ টা সেট মেনু অর্ডার করেছিলাম ১ টা খেয়ে বাকিটা খায় নি। কারণ একটা খেয়েই বমি হয়ে গেছে। শরীর খুব অসুস্থ। রেস্টুরেন্টের মালিকের খাবারের মানের প্রতি নজর দেওয়া উচিত।,0
"ফালতু খাবার, খেতে পারি নাই, বাজে স্মেল ছিল",0
ফালতু জঘন্য। রাইস চাল হয়ে আছে।,0
বাসি খাবার দিয়েছিলো,0
শুধু শসা আর রুটি ছিলো৷ মার্বেল সাউজের এক টুকরো মাংস ছিলো। আর কোনো মাংসের ছিটে ফোটাও ছিলোনা। শসার শর্মা নাম দিলেই পারতো।,0
মাংসটা বাসি এবং পঁচা। রাইসটা খুবই ভালো ছিলো।কিন্তু মাংস। ছি আর জীবনেও অর্ডার করবনা।,0
খাবার পরিমানের দিকে এক্টু নজর দিবেন,0
"পরিমাণ খুবই কম,, সেট মেন্যুতে ফ্রাইড চিকেন ৬পিস লেখা ছিলো,, অথচ ৩ পিসকে কেটে ৬ মিস দেয়া হয়েছিলো",0
বিফের প্যাকেজ অর্ডার করছিলাম। গরু না দিয়া পাঠাইছে মুরগির মাংস। দাম নিছে গরুর মাংসের। এরপরও খাওয়া গেলেও হতো। মনে হয় ২ দিনের বাসি খাবার এমন গন্ধ!,0
"হাঁসের মাংসের বদলে একটা গলা, একটা পাখনার হাড় আর ছোট্ট একটা মাংসের টুকরা ছিল। আমি মাঝে মাঝে কালাই হাউস এ গিয়ে খাই । সে থেকে বলতে পারি স্বাভাবিক পরিমাণ এর এক তৃতীয়াংশ দিয়েছে, মাংস বাদ দিয়ে বাকি সব দিয়েছে। রুটি, বেগুন ভর্তা ঠিক ছিল, তবে চাটনি দেওয়ার কথা থাকলেও দেয় নি ।",0
"একদম বাজে কেউ কোনদিন টাকা দিয়ে এই দোকান থেকে কিছু কিনবেন না । রুটি তো খাওয়াই যায় না, সাথে যে ভর্তা ভাজি দেয় সেগুলো মোটেই খাওয়া যায় না। সুতরাং একজন শুভাকাঙ্ক্ষী হিসেবে অনুরোধ করবো কেউ এই দোকানে অর্ডার দেবেন না।",0
"একরকম খাবার আশা করিনি, থার্ডক্লাস বল্লেও কম হয়ে যাবে! এখানে পিক দেওয়া যায়না, নাহলে দেখাতাম ১০০ টাকার হাসের মাংস কেমন দিসিলো!",0
"চোরের দল,গরুর মাংস ৪ পিস লিখা আছে সেখানে ২ পিস করে দিয়েছে।খাবার ঠান্ডা।একদম চোর আপনারা।তার সাথে ফুড পান্ডাও চোর খাবার নিবার সময় চেক করবেন না যে তাদের কথা মতো খাবার আছে কিনা।",0
ফালতু একদম। ৪০ টাকার তেহেরী দিয়ে বলে ২৬০ টাকার গরু বিরিয়ানি। এসব ফালতু দোকান বন্ধ করে দেন প্লিজ।,0
খুব বাজে অভিজ্ঞতা। এতো বাজে ভাবে মানুষ ঠকাবে বুঝতে পারিনি। চিকেন বিড়িয়ানি চিলো অডার এ সেটা তো কোনো ভাবেই না। খিচুড়িও না।,0
এ যাবত পর্যন্ত যত বিরিয়ানি খাইছি এর থেকে ফালতু স্বাদহীন তো দূরের কথা খাইতেই বিরক্ত লাগছে এক্সপেক্টেশন এর তুলনায় এটা কিছুই না,0
চিকেন ফ্রাই অর্ডার দিয়েছিলাম আলুর চপ এর সমান চিকেন ফ্রাই,0
চটপটি পার্সেল এ কোনদিন ফুচকা ভেঙে দিয়ে দেয়?পুরা নরম হয়ে রুটি হয়ে গেছিল,0
ভাই মানুষ তো টাকা দিয়ে খাচ্ছেন তাই না? তাহলে ইচ্ছে করে খারাপ খাবার কেন দিচ্ছেন?,0
"এই সালা বোকাচোদারা জিবনে কোনোদিন খাবার রান্না করেছিস,, ভাই আতো পরিমান বাজে খাবার দিয়েছে।",0
সবচেয়ে খারাপ অভিজ্ঞতা হল আজ। এত বাজে কাচ্চি বিরিয়ানি হয়ত আর কেউ দেখেনি৷ আলু মার্কা কাচ্চি।,0
এই রেস্টুরেন্ট এর মালিক একজন এরোগেন্ট পিস অফ শিট। এতো নেগেটিভ রিভিও এর পরেও প্যাকেজিং ঠিক করলো না।,0
খুবই বাজে খাবার ছিলো নবাব কিচেন এ গিয়ে আমি বিরিয়ানি খাইছি কিন্তু এত বাজে খাইনাই,0
খাবারে লবন বেশি ছিল যা হয়তো মেনে নেয়া যেত।কিন্তু খাবার দেখতে সুন্দর হলেও খেতে স্বাদ নেই একদম। দুবার অর্ডার করে দুবার ই হতাশ। আর খাবারের পরিমান ও কিছুটা কম মনে হয়েছে।,0
খুব একটা ভালো না খাবার,0
একেবারে বাজে খাবার। ভুনা খিচুড়ির নামে সবজি খিচুড়ি দিয়ে দিয়েছে।,0
প্রাইজ হিসেবে খাবারের মান খারাপ।,0
এটা নান রুটি ছিল না৷ প্রতারণা করা বন্ধ করুন৷ রান্না না পারলে বিক্রয় বন্ধ করেন৷ মানুষকে ঠকাবেন না৷,0
কুন মাশরুম চিকেন কিচ্ছু নাই।পাস্তা কে শুধু টমেটো সস দিয়ে মিশিয়ে দিয়ে দিসে।ফালতু। আর কখনো ওডার দিব না,0
"একদমই বাজে ছিল, অর্ডার করছিলাম চিকেন চাপ দিছে এক টুকরা রানের পিস. এই রকম প্রতারণা বন্ধ করা উচিত।",0
"ভাইরে ভাই,গ্রিল অর্ডার করসিলাম। এতো বাজে গ্রিল আমি আমার জীবনে আর কখনো খাইনাই।",0
খাবারের মান অত্যন্ত বাজে। ভুলেও কেই এখান থেকে ওর্ডার করবেন না। আমার একটি আইটেম তো দেয় ই নাই। চরম বাজে অভিজ্ঞতা।,0
"ডাল টা খারাপ ছিল,,,টক লাগছিল,,,টাটকা মনে হয়নি,,, তাছাড়া অন্য সব ভাল ছিল,,, মাংসের পরিমান ঠিক ছিল,,, ভাত ও যথেষ্ট পরিমানে ছিল,,",0
খিচুড়ি চাল সিদ্ধ হয় নাই। ডাল কাচা কাচা গন্ধ আছে লবন হয় নাই।,0
চিকেন মাসালা একদম বাজে আর এত কম ভাবিনি। চিকেন ফ্রাই বাসি,0
এই বেশ্যার ছেলে রা এই খাওয়ার কেউ ফুডপান্ডায় দেয়। বেশ্যার ছেলেরা। তোদের র্রেস্টুরেন্ট কে চুদদে ইচ্ছা করে এ এসব খাবার দেওয়ার জন্য বুঝলি বেশ্যার ছেলে। দেশে ছেলেদের কাছ থেকে আমি নেহারী অর্ডার করেছি দুইটাই পায়ের খুর দিয়েছে। খুর কোউ এর মাঝে দেয়। বেশ্যার ছেলে,0
ফকিন্নি মার্কা বাজে খাবার। পলিথিনে খাবার দেয়। ছি,0
স্টুপিড এর দল আমারে পচা কেক দিছে। এগুলার কোন বুক পিঠ নাই। জীবনে তোদের থেকে আর খাবার তো কিনবোই না। আর অন্যদেরকেও মানা করবো।,0
খাবারের মান খুব খারাপ। কেমন গন্ধ ছিলে। পরিমাণ খুব খুব কম ছিলে।,0
"একদমই বাজে। হট ডগ এর ভেতরকার সজেস এ কোন মাংস ছিল না যদিও ,ওটা চিকেন হট ডগ ছিল। সস এর মধ্যে মরিচের গুঁড়া। খেতে পারিনি এক কামড় খেয়ে ফেলে দিয়েছি",0
"শক্ত, মজবুত স্পেশাল রুটি। সাথে কুচকুচে কালো বেগুনের হালুয়া",0
বার্গার খাইয়ে পেটে গ্যাস হইসে। কিনবেন না।,0
টাকা বেশি নিলেও ফুটপাতের মতো খাবার ছিলো।,0
"কেও কিনে প্রতারিত হবেন না । একদম বাজে খাবার, এর থেকে মোড়ে মোড়ে যে বার্গার বিক্রি করে সেটা শতগুন ভালো।",0
"ফুচকার পাপড়গুলা ন্যাতানো আর বাসী মনে হলো, ডিমের কুচি দেয়া ছিলো না সাথে",0
"খুবই বাজে প্যাকিং, নোংরা পলিথিন, স্বাদ হতাশ জনক, ডেলিভারি সময় দ্রুত ছিল।",0
"ফুল বাটিতে পরিমাণ খুব অল্প, চামড়া দেয়া",0
জঘণ্য ছিল মোরগ পোলাও নামের আইটেম টি।,0
এর চেয়ে জঘন্য খাবার বোধ হয় পুরো রাজশাহীতে নাই।প্রতিটা খাবার কিভাবে অখাদ্য হয়। হোটেলের সাথে সাথে ফুড পান্ডার ওপর থেকেও ভক্তি উঠে গেল।,0
ফকিন্নি রেস্টুরেন্ট,0
ছোট মাছে পোঁকা কেন ভাই?খাওয়ার রূচিটাই নষ্ট করে দিলেন,0
দাম বাড়ালে বাড়ান তাউ ভাল খাবার দেওয়ার চেষ্টা করেন,0
"একদম বাজে, এত বাযে অভিজ্ঞতা এই প্রথম, চোর সালারা",0
অপরিচ্ছন্ন অস্বাস্থ্যকর খাবার পরিবেশন,0
ক্রিসপি চিকেন ছিল নাকি বেগুনের চপ ছিলো কিছুই বুঝলাম না।,0
এত বাজে শর্মা কোনোদিন খাই নাই,0
পুরাতন ভাতে একগাছা বরবটি দিয়েছেন( শাক দিয়ে মাছ ঢাকার চেষ্টা)! চিকেনপিস গুলো কবেকার আল্লাহই ভালো জানেন,0
খাবারের মান খুব খারাপ ছিলো। মাটোন খিচুড়িতে কোন মাটোন ছিলোনা।,0
"পেকিং বাজে,রাইডার,পচা, রেইনবো এরা আইটেম কম দেই, খুব খারাপ।",0
খুব বাজে খাবার।। খাবারের কোন টেস্ট ছিল না।। মরিচের গুড় দিয়ে বানানো।। খুব বাজে,0
একদম বাজে ছিলো। এটা কোনো পিজ্জার কাতারেই পরে না।,0
আমার জীবনে এত বাজে হালিম কখনো খাইনি। এই রেস্টুরেন্ট পুরাই বাটপার। দুই বক্স হালিমের জায়গায় দিছে এক বক্স। সবাইকে অনুরোধ করব এই রেস্টুরেন্ট থেকে অর্ডার না দেওয়ার জন্য ।,0
"বাজে খবার,সবচেয়ে বাজে,টাকা লস",0
খাবারের মান খুবই বাজে।যদি ক্ষুধা লাগে তাইলে কোন্মতে পেট ভরাতে পারবেন কিন্ত দাম হিসাবে কোয়ালিটির আকাশ পাতাল পার্থক্য।,0
এক কথায় জঘন্য। তিন টুকরো গরুর চর্বি দিয়েছে আর কেমন যেন বাজে গন্ধ,0
"অর্ডার দিলাম একপ্লেট ভাত , দিলো হাফ প্লেট । আলু ভাজি অর্ডার করলাম , দিলো লাউ ঘাটা । না খেয়ে মইরা যাবেন ,তবুও এই বাইঞ্চোদদের থেকে অর্ডার দিয়ে খাবার নিবেন না ।",0
আমার টাকাটা পুরা জলে গেছে। প্রতারিত। চেয়েছি বিরিয়ানি কিন্তু তারা প্যাকেটে দিয়েছে ফ্রাইড রাইস এবং দুইখান ব্রয়লারের বেসন মাখানো হাড্ডি। ছিঃ,0
সুপের মাংসে গন্ধ করছিল। টাটকা ছিল না।,0
খাবারের স্বাদ আর মান খুবই খারাপ ছিল।,0
কোয়ালিটির কোনো বালাই নাই খাবারে।,0
খাবার যেমন ইচ্ছা তেমনে বানাইয়া দিছে,0
বার্গার এ অনেক কিচকিচ করতেছিলো। আমার সেদিন ১০ টা বার্গার ই ফেলে দিতে হইছে।,0
খাবার টা মোটেই ভালো ছিল না! পরিমাণ ও ঠিকঠাক না! আমি ফুডপান্ডার একজন রেগুলার কাস্টমার এরকম ব্যাপার মোটেই expect করি নাই,0
ভাই ভেজিটেবল বার্গার এ ভেজিটেবল কই?ঠক বাজ।,0
মুরগির নাড়ি ভুড়ি দিয়ে বট তৈরি করেছে.. এক বাজে অবস্থা.. দেখেই বমি চলে এসেছে..,0
"পচা খাবার সার্ভ করে,উল্টা পাল্টা জিনিস দেয়",0
খাবার এ কোনো টেস্ট এ ছিলো না । এমন আলুপুরী & পিয়াজু জীবনে দেখি নি,0
টাকা জলে দেয়া আর কি,0
কিছু কিছু মাদারচোদ রাইডার এর জন্য ফুড পান্ডার রেপুটেশন খারাপ হয়।,0
"ছবির সাথে খাবারের মিল নাই, দাম অনুযায়ী অ্যামাউন্ট কম, সেম দামে আরো বেটার অপশন আছে রাজশাহীতে, প্যাকেজিং আহামরি না ! সরি বাট একদমই জাতের খাবার না! ১ স্টারের কম দিতে পারলে দিতাম ! ভুলেও আর অর্ডার করছিনা সেটা বাহুল্য",0
"মুর‌গির মাথা, পাখার ক্ষুদ্র অংশ দি‌য়ে বানাই‌ছে ফ্রাইড চি‌কেন। ফ্রেন্চ ফ্রাই ছিল সম্পূর্ন কাঁচা এবং সস ও মে‌য়ো‌নেজ ছাড়া। অনটন বল‌তে ছিল পাপড় ভাজা।",0
বাসি খাবার ওভেনে গরম করে দিয়েছেন। মাছি ছিলো খাবারে।,0
ব্যবসা করতে হলে হালাল ভাবে করবেন। মানুষের সাথে প্রতারণা করবেন না।,0
এদের কাচ্চির মাটনের তুলনায় চপ শিঙারার দোকানের মাটন চপে বেশি মাটন থাকে,0
এই হোটেলে খেয়ে টাকা নষ্ট করার চেয়ে ফকিরকে ৫ টাকা দান কইরেন তবু সওয়াব পাবেন,0
